@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curPitch numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SeTime1 numeric
@attribute SeTime2 numeric
@attribute SeTime3 numeric
@attribute SeTime4 numeric
@attribute SeTime5 numeric
@attribute SeTime6 numeric
@attribute SeTime7 numeric
@attribute SeTime8 numeric
@attribute SeTime9 numeric
@attribute SeTime10 numeric
@attribute SeTime11 numeric
@attribute SeTime12 numeric
@attribute SeTime13 numeric
@attribute SeTime14 numeric
@attribute diffSeTime1 numeric
@attribute diffSeTime2 numeric
@attribute diffSeTime3 numeric
@attribute diffSeTime4 numeric
@attribute diffSeTime5 numeric
@attribute diffSeTime6 numeric
@attribute diffSeTime7 numeric
@attribute diffSeTime8 numeric
@attribute diffSeTime9 numeric
@attribute diffSeTime10 numeric
@attribute diffSeTime11 numeric
@attribute diffSeTime12 numeric
@attribute diffSeTime13 numeric
@attribute diffSeTime14 numeric
@attribute alpha numeric
@attribute Se numeric
@attribute class {'1','2'}
@data
214,-53,0.42,-0.01,0.31,0.4,-12,5,-0.007,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'1'
173,-39,0.13,0.14,0.41,1.3,-11,-13,-0.014,0.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
168,-34,-0.35,-0.02,0.35,0.5,-11,6,-0.007,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
297,-24,-0.35,0.03,0.24,-0.5,-12,2,0.007,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-31,-7,0.28,-0.12,0.52,-0.8,-13,5,0.014,4.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
80,-6,0.46,0.15,0.45,-0.1,-12,1,0.001,-2.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
30,-4,0.46,0.08,0.51,0.5,-11,-4,-0.002,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.019,'1'
-100,-5,0.45,0.21,0.65,1.3,-11,-11,-0.006,-0.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,'1'
-432,-13,0.21,0.24,0.99,1.9,-10,-20,-0.021,-0.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,'1'
-690,-24,-0.09,0.23,1.23,1.9,-10,-22,-0.024,0.2,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.02,0.02,0.021,0.021,0.022,0.022,0.022,0,0,0,0,-0.002,0,-0.003,0,-0.002,0,-0.002,0,0,0,0.6,0.022,'2'
-711,-47,-0.33,-0.05,1.12,1.5,-10,13,-0.002,-1.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.016,'2'
-258,-68,-0.16,-0.19,0.64,0.9,-11,30,0.01,-0.8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.014,'2'
415,-23,0.17,0.19,0.18,1.4,-11,-8,0.001,-2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
55,-6,-0.38,0.05,0.47,0.5,-11,1,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-15,-4,-0.31,0.12,0.57,-0.5,-12,-11,0.009,0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-166,-13,0.27,0.07,0.68,-0.7,-13,-2,0.013,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'1'
-315,-22,0.34,0.16,0.85,0.5,-12,-13,-0.012,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,'1'
-388,-26,0.28,0.09,0.91,0.6,-11,-13,-0.012,0.4,0.017,0.017,0.017,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.02,'1'
-456,-35,0.15,-0.07,0.93,0.9,-11,-3,-0.01,1.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'1'
-286,-55,-0.31,0,0.76,0.6,-11,5,-0.011,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.018,'1'
-107,-62,-0.43,0.03,0.59,-0.3,-12,9,0.001,-1.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
19,-9,-0.11,-0.29,1.82,-1,-9,15,0.019,1.1,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.065,'1'
148,-8,0.05,-0.13,1.63,-1.1,-9,15,0.018,-0.7,0.073,0.071,0.071,0.069,0.069,0.067,0.067,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.002,0,0.002,0,0.002,0,0.002,0,0,0,0,0,0,0,1.9,0.065,'1'
269,-4,0.21,0.03,1.49,-0.9,-9,10,0.013,-0.9,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.076,0.076,0.073,0.073,0.071,0.071,0.069,0,0,0,0,0,0,0.002,0,0.002,0,0.002,0,0.002,0,1.9,0.069,'1'
-199,1,0.07,0.02,2.31,0.3,-8,-10,-0.011,0.7,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.068,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,2,0.068,'1'
-224,-9,-1.04,0.07,1.49,1.1,-18,-3,0.019,1.5,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,1.3,0.043,'1'
-15,-16,-0.27,0.01,1.09,-1,-20,18,0.032,0.3,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,'1'
265,-9,0.3,0.44,0.92,-0.8,-20,-6,0.006,-2.8,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.045,'1'
53,-2,0.16,0.34,1.18,0,-19,-12,-0.017,-0.3,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.046,'1'
-160,-9,-0.29,0.23,1.35,-0.5,-19,-3,-0.008,0.1,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,'1'
-190,-13,-0.39,0.26,1.38,-1,-20,-3,-0.007,-0.1,0.04,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.04,0.04,0.042,0.002,0,0,0,0,0,0,0,-0.001,0,-0.003,0,-0.003,0,1.2,0.042,'1'
12,-18,0.29,0.15,1.06,-1.3,-20,6,0.024,0.2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,'1'
57,-17,0.46,0.18,1.02,-1,-20,5,0.021,-0.4,0.042,0.042,0.042,0.042,0.042,0.04,0.04,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,1.1,0.039,'1'
67,-15,0.59,0.31,1.07,0.1,-19,-8,-0.008,-0.8,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,'1'
-91,-15,0.3,0.43,1.28,0.9,-18,-13,-0.025,-1.4,0.041,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,-0.003,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,1.2,0.044,'1'
-233,-18,-0.04,0.3,1.43,1,-18,-14,-0.033,0.5,0.036,0.036,0.036,0.036,0.036,0.037,0.037,0.04,0.04,0.041,0.041,0.043,0.043,0.043,0,0,0,0,-0.002,0,-0.004,0,-0.002,0,-0.003,0,0,0,1.2,0.043,'1'
-250,-25,-0.55,-0.04,1.25,0.5,-18,16,-0.016,1,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0,0,0,0,-0.001,0,0.001,0,0,0,-0.001,0,-0.003,0,1,0.035,'1'
92,-28,-0.21,0.05,0.86,-0.3,-19,17,0.031,-0.8,0.036,0.035,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,'1'
237,-25,0.1,0.02,0.69,-0.4,-19,14,0.029,0.1,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.036,0.036,0.035,0.035,0.034,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0,1,0.034,'1'
345,-20,0.33,0.27,0.65,-0.2,-19,3,0.02,-2.2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.038,'1'
291,1,-0.16,0.21,0.72,0.7,-18,-4,-0.024,-0.2,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.04,0.04,0.038,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,1.1,0.038,'1'
58,8,-0.29,0.3,0.98,-0.4,-19,-4,0.029,-0.7,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,'1'
-182,2,0.36,-0.02,1.11,0.2,-19,14,0.008,1.8,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.034,'1'
-71,-1,0.43,0.11,1.03,0.6,-18,7,0.006,-0.6,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,1,0.034,'1'
-28,-2,0.28,0.07,1.01,1.3,-18,-2,-0.017,1.3,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,1,0.035,'1'
-7,-2,0.19,0.11,0.96,1.4,-18,5,-0.016,0.2,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.035,0,0,0,0,-0.002,0,0,0,0,0,0,0,-0.002,0,1,0.035,'1'
15,-2,0.13,0.05,0.92,1.5,-18,6,-0.016,0.5,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0,0,0.001,0,0,0,0,0,-0.002,0,0,0,0,0,1,0.033,'1'
79,-1,0.11,0.01,0.82,1.6,-17,10,0.009,0.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0,0,0,0,-0.001,0,-0.001,0,0,0,0.001,0,0,0,0.9,0.032,'1'
186,2,0.03,0.06,0.72,1.6,-17,6,-0.004,0,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.9,0.033,'1'
283,7,0.03,0.07,0.6,1.7,-17,9,0.001,-0.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.034,0.033,0.033,0.033,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0.9,0.033,'1'
334,11,0.05,0.24,0.58,1.7,-17,3,0.003,-1.5,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,'1'
219,23,-0.15,0.23,0.75,1.7,-17,-8,-0.014,-0.2,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,1,0.036,'1'
-52,26,-0.27,0.27,1.05,1,-18,-10,0.009,0.2,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,'1'
-191,20,-0.17,-0.02,1.06,0.6,-18,12,-0.005,1.9,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
79,18,0.17,0.11,0.8,0.2,-19,6,0.019,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
126,19,0.32,0.12,0.75,0.4,-19,5,0.018,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.9,0.032,'1'
-61,23,0.46,0.34,1.06,1.5,-18,-17,-0.008,0.1,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,'1'
-160,22,0.42,0.36,1.17,1.7,-17,-18,-0.008,-0.4,0.032,0.034,0.034,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,-0.004,0,-0.004,0,0,0,0,0,0,0,0,0,0,0,1,0.037,'1'
-338,9,0.13,0.11,1.19,2.4,-17,13,-0.014,-1.3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,'1'
-101,-8,-0.63,0.11,0.96,1.4,-18,5,-0.016,0,0.032,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
-28,-9,-0.79,0.29,0.92,0,-19,-2,0.012,-2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.9,0.032,'2'
-173,-14,-0.19,-0.1,1.02,-1.5,-20,3,0.046,3.4,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.028,'1'
101,-15,0.55,0.19,0.71,-1.2,-20,10,0.025,-1.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.8,0.03,'1'
182,-12,0.63,0.11,0.62,-0.5,-19,8,0.006,0.1,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.8,0.03,'1'
219,-10,0.64,0.32,0.62,0,-19,3,-0.002,-2.1,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
-94,-6,0.23,0.32,1.03,1.4,-18,-18,-0.022,0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,-0.004,0,0,0,1,0.035,'1'
-45,-19,-0.07,0.09,0.84,1.2,-18,7,0,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
-36,-18,-0.34,0.24,0.91,0.8,-18,-10,-0.017,0.4,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
32,-23,-0.07,0.06,0.73,-0.8,-20,9,0.03,0.5,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
170,-20,0.33,0.1,0.59,-0.6,-19,9,0.024,-0.2,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.03,0.03,0.028,0,0,0,0,0,0,0,0,0,0,0.002,0,0.003,0,0.8,0.028,'1'
41,-17,0.46,0.28,0.82,0.2,-19,-13,-0.004,1,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
-240,-20,0.22,-0.13,1.02,1,-18,-2,-0.03,4.9,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
-151,-23,-0.01,0.13,0.9,1.1,-18,12,-0.029,-1.6,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,-0.002,0,-0.001,0,0,0,0,0,0,0,0.7,0.027,'1'
197,-22,-0.02,0.09,0.54,0.4,-19,9,0.016,-0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
279,-18,0.15,0.08,0.46,0.5,-19,8,0.015,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.8,0.027,'1'
282,-10,0.3,0.19,0.52,0.8,-18,-8,0.004,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
-128,-3,-0.12,0.33,0.98,1.2,-18,-17,-0.014,-0.2,0.029,0.029,0.029,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
-333,-12,-0.31,0.1,1.08,0.7,-18,5,-0.005,1,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
149,-24,0.32,0.07,0.56,0.2,-19,10,0.014,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.7,0.025,'1'
193,-21,0.4,0.14,0.55,0.5,-18,1,0.008,-0.2,0.029,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,'1'
18,-12,-0.06,0.26,0.77,1.4,-18,-11,-0.021,-0.3,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
131,-15,0.19,0.11,0.57,0.5,-19,6,0.012,-0.1,0.026,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,'1'
44,-5,0.08,0.26,0.74,1.3,-18,-14,-0.013,0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,'1'
-289,-17,-0.24,-0.11,0.96,0.8,-18,5,-0.003,4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,'1'
-31,-24,-0.42,0.13,0.72,-0.3,-19,5,-0.009,0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,'1'
56,-23,-0.35,0.15,0.64,-1.4,-20,3,0.02,0.5,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,'1'
-43,15,-1.01,0.23,0.88,0.7,-18,-7,0.021,0.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,'1'
-23,6,-0.25,0.11,1.25,-0.5,-11,-5,0.007,-0.2,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.044,'1'
-70,5,-0.17,0.13,1.31,-0.8,-12,-5,0.007,-0.2,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.044,0.044,0,0,0,0,0,0,-0.001,0,0,0,-0.001,0,0,0,1.2,0.044,'1'
-141,-3,0.23,0.09,1.34,-0.7,-12,-2,0.012,-0.4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,1.2,0.042,'1'
-90,-8,0.34,0.06,1.25,0.4,-11,-1,-0.004,-0.1,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.041,'1'
91,-14,-0.3,-0.06,0.95,0.8,-10,8,-0.014,0.1,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,1.1,0.037,'1'
180,-11,-0.46,0.07,0.88,0.2,-11,2,-0.011,-0.9,0.041,0.041,0.041,0.039,0.039,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.038,0,0,0.002,0,-0.001,0,-0.001,0,0.001,0,0,0,-0.001,0,1.1,0.038,'1'
183,-7,-0.48,0.17,0.9,-0.4,-11,-3,0.004,-0.8,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,1.1,0.041,'1'
-166,-6,0.17,0.17,1.31,-1.4,-12,-9,0.012,-0.2,0.037,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.04,-0.003,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,1.1,0.04,'1'
-211,-8,0.26,0.07,1.32,-1.2,-12,-4,0.011,0.7,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.037,0.037,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,1.1,0.039,'1'
-185,-14,0.41,-0.02,1.21,-0.7,-12,9,0.006,0.1,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,1,0.036,'1'
96,-17,0.25,-0.14,0.81,0.6,-10,16,-0.018,0.3,0.035,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,'1'
311,-11,-0.11,0.25,0.67,0.8,-10,2,-0.026,-3.5,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,'1'
